date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2014-06-06,Poland,Lithuania,2.0,1.0,Friendly,Gdańsk,Poland,False
2014-06-06,Russia,Morocco,2.0,0.0,Friendly,Moscow,Russia,False
2014-06-07,Argentina,Slovenia,2.0,0.0,Friendly,La Plata,Argentina,False
2014-06-07,Belgium,Tunisia,1.0,0.0,Friendly,Brussels,Belgium,False
2014-06-07,El Salvador,Spain,0.0,2.0,Friendly,Landover,United States,True
2014-06-07,Estonia,Tajikistan,2.0,1.0,Friendly,Tallinn,Estonia,False
2014-06-07,Honduras,England,0.0,0.0,Friendly,Miami Gardens,United States,True
2014-06-07,Hungary,Kazakhstan,3.0,0.0,Friendly,Budapest,Hungary,False
2014-06-07,United States,Nigeria,2.0,1.0,Friendly,Jacksonville,United States,False
2014-06-08,France,Jamaica,8.0,0.0,Friendly,Villeneuve-d'Ascq,France,False
2014-06-08,San Marino,Albania,0.0,3.0,Friendly,Serravalle,San Marino,False
2014-06-12,Brazil,Croatia,3.0,1.0,FIFA World Cup,São Paulo,Brazil,False
2014-06-13,Chile,Australia,3.0,1.0,FIFA World Cup,Cuiabá,Brazil,True
2014-06-13,Spain,Netherlands,1.0,5.0,FIFA World Cup,Salvador,Brazil,True
2014-06-14,Colombia,Greece,3.0,0.0,FIFA World Cup,Belo Horizonte,Brazil,True
2014-06-14,England,Italy,1.0,2.0,FIFA World Cup,Manaus,Brazil,True
2014-06-14,Uruguay,Costa Rica,1.0,3.0,FIFA World Cup,Fortaleza,Brazil,True
2014-06-15,France,Honduras,3.0,0.0,FIFA World Cup,Porto Alegre,Brazil,True
2014-06-15,Switzerland,Ecuador,2.0,1.0,FIFA World Cup,Brasília,Brazil,True
2014-06-16,Germany,Portugal,4.0,0.0,FIFA World Cup,Salvador,Brazil,True
2014-06-16,Ghana,United States,1.0,2.0,FIFA World Cup,Natal,Brazil,True
2014-06-16,Iran,Nigeria,0.0,0.0,FIFA World Cup,Curitiba,Brazil,True
2014-06-17,Belgium,Algeria,2.0,1.0,FIFA World Cup,Belo Horizonte,Brazil,True
2014-06-17,Brazil,Mexico,0.0,0.0,FIFA World Cup,Fortaleza,Brazil,False
2014-06-18,Australia,Netherlands,2.0,3.0,FIFA World Cup,Curitiba,Brazil,True
2014-06-18,China,North Macedonia,2.0,0.0,Friendly,Shenyang,China,False
2014-06-18,Spain,Chile,0.0,2.0,FIFA World Cup,Rio de Janeiro,Brazil,True
2014-06-19,Japan,Greece,0.0,0.0,FIFA World Cup,Natal,Brazil,True
2014-06-19,Uruguay,England,2.0,1.0,FIFA World Cup,São Paulo,Brazil,True
2014-06-20,Honduras,Ecuador,1.0,2.0,FIFA World Cup,Curitiba,Brazil,True
2014-06-20,Italy,Costa Rica,0.0,1.0,FIFA World Cup,Recife,Brazil,True
2014-06-20,Switzerland,France,2.0,5.0,FIFA World Cup,Salvador,Brazil,True
2014-06-21,Argentina,Iran,1.0,0.0,FIFA World Cup,Belo Horizonte,Brazil,True
2014-06-21,Germany,Ghana,2.0,2.0,FIFA World Cup,Fortaleza,Brazil,True
2014-06-22,Belgium,Russia,1.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True
2014-06-22,China,North Macedonia,0.0,0.0,Friendly,Jinan,China,False
2014-06-22,United States,Portugal,2.0,2.0,FIFA World Cup,Manaus,Brazil,True
2014-06-23,Australia,Spain,0.0,3.0,FIFA World Cup,Curitiba,Brazil,True
2014-06-23,Croatia,Mexico,1.0,3.0,FIFA World Cup,Recife,Brazil,True
2014-06-23,Netherlands,Chile,2.0,0.0,FIFA World Cup,São Paulo,Brazil,True
2014-06-24,Costa Rica,England,0.0,0.0,FIFA World Cup,Belo Horizonte,Brazil,True
2014-06-24,Italy,Uruguay,0.0,1.0,FIFA World Cup,Natal,Brazil,True
2014-06-24,Japan,Colombia,1.0,4.0,FIFA World Cup,Cuiabá,Brazil,True
2014-06-25,Ecuador,France,0.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True
2014-06-25,Honduras,Switzerland,0.0,3.0,FIFA World Cup,Manaus,Brazil,True
2014-06-25,Nigeria,Argentina,2.0,3.0,FIFA World Cup,Porto Alegre,Brazil,True
2014-06-26,Algeria,Russia,1.0,1.0,FIFA World Cup,Curitiba,Brazil,True
2014-06-26,Portugal,Ghana,2.0,1.0,FIFA World Cup,Brasília,Brazil,True
2014-06-26,United States,Germany,0.0,1.0,FIFA World Cup,Recife,Brazil,True
2014-06-28,Brazil,Chile,1.0,1.0,FIFA World Cup,Belo Horizonte,Brazil,False
2014-06-28,Colombia,Uruguay,2.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True
2014-06-29,Costa Rica,Greece,1.0,1.0,FIFA World Cup,Recife,Brazil,True
2014-06-29,Netherlands,Mexico,2.0,1.0,FIFA World Cup,Fortaleza,Brazil,True
2014-06-30,France,Nigeria,2.0,0.0,FIFA World Cup,Brasília,Brazil,True
2014-06-30,Germany,Algeria,2.0,1.0,FIFA World Cup,Porto Alegre,Brazil,True
2014-07-01,Argentina,Switzerland,1.0,0.0,FIFA World Cup,São Paulo,Brazil,True
2014-07-01,Belgium,United States,2.0,1.0,FIFA World Cup,Salvador,Brazil,True
2014-07-02,Vietnam,Myanmar,6.0,0.0,Friendly,Thủ Dầu Một,Vietnam,False
2014-07-04,Brazil,Colombia,2.0,1.0,FIFA World Cup,Fortaleza,Brazil,False
2014-07-04,France,Germany,0.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,True
2014-07-05,Argentina,Belgium,1.0,0.0,FIFA World Cup,Brasília,Brazil,True
2014-07-05,Netherlands,Costa Rica,0.0,0.0,FIFA World Cup,Salvador,Brazil,True
2014-07-08,Brazil,Germany,1.0,7.0,FIFA World Cup,Belo Horizonte,Brazil,False
2014-07-09,Netherlands,Argentina,0.0,0.0,FIFA World Cup,São Paulo,Brazil,True
2014-07-12,Brazil,Netherlands,0.0,3.0,FIFA World Cup,Brasília,Brazil,False
2014-07-13,Germany,Argentina,1.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True
2014-07-14,Qatar,Indonesia,2.0,2.0,Friendly,Al Wakrah,Qatar,False
2014-08-06,Peru,Panama,3.0,0.0,Friendly,Lima,Peru,False
2014-08-08,Tajikistan,Malaysia,4.0,1.0,Friendly,Dushanbe,Tajikistan,False
2014-08-12,Kazakhstan,Tajikistan,2.0,1.0,Friendly,Almaty,Kazakhstan,False
2014-08-14,Guatemala,Nicaragua,3.0,0.0,Friendly,Antigua Guatemala,Guatemala,False
2014-08-20,Azerbaijan,Uzbekistan,0.0,0.0,Friendly,Baku,Azerbaijan,False
2014-08-27,Norway,United Arab Emirates,0.0,0.0,Friendly,Stavanger,Norway,False
2014-08-30,El Salvador,Dominican Republic,2.0,0.0,Friendly,San Salvador,El Salvador,False
2014-09-03,Costa Rica,Nicaragua,3.0,0.0,UNCAF Cup,"Washington, D.C.",United States,True
2014-09-03,England,Norway,1.0,0.0,Friendly,London,England,False
2014-09-03,Germany,Argentina,2.0,4.0,Friendly,Düsseldorf,Germany,False
2014-09-03,Latvia,Armenia,2.0,0.0,Friendly,Riga,Latvia,False
2014-09-03,Lithuania,United Arab Emirates,1.0,1.0,Friendly,Matrei in Osttirol,Austria,True
2014-09-03,Morocco,Qatar,0.0,0.0,Friendly,Rabat,Morocco,False
2014-09-03,Russia,Azerbaijan,4.0,0.0,Friendly,Khimki,Russia,False
2014-09-03,Ukraine,Moldova,1.0,0.0,Friendly,Kyiv,Ukraine,False
2014-09-04,Belarus,Tajikistan,6.0,1.0,Friendly,Borisov,Belarus,False
2014-09-04,Belgium,Australia,2.0,0.0,Friendly,Liège,Belgium,False
2014-09-04,Croatia,Cyprus,2.0,0.0,Friendly,Pula,Croatia,False
2014-09-04,France,Spain,1.0,0.0,Friendly,Saint-Denis,France,False
2014-09-04,Iraq,Peru,0.0,2.0,Friendly,Dubai,United Arab Emirates,True
2014-09-04,Italy,Netherlands,2.0,0.0,Friendly,Bari,Italy,False
2014-09-04,Slovakia,Malta,1.0,0.0,Friendly,Žilina,Slovakia,False
2014-09-04,Sweden,Estonia,2.0,0.0,Friendly,Solna,Sweden,False
2014-09-04,Uzbekistan,Jordan,2.0,0.0,Friendly,Tashkent,Uzbekistan,False
2014-09-05,Japan,Uruguay,0.0,2.0,Kirin Challenge Cup,Sapporo,Japan,False
2014-09-05,Brazil,Colombia,1.0,0.0,Friendly,Miami Gardens,United States,True
2014-09-05,Kazakhstan,Kyrgyzstan,7.0,1.0,Friendly,Astana,Kazakhstan,False
2014-09-05,Senegal,Egypt,2.0,0.0,African Cup of Nations qualification,Dakar,Senegal,False
2014-09-06,Ethiopia,Algeria,1.0,2.0,African Cup of Nations qualification,Addis Ababa,Ethiopia,False
2014-09-06,Ghana,Uganda,1.0,1.0,African Cup of Nations qualification,Kumasi,Ghana,False
2014-09-06,Mexico,Chile,0.0,0.0,Friendly,Santa Clara,United States,True
2014-09-06,Philippines,Myanmar,2.0,3.0,Philippine Peace Cup,Manila,Philippines,False
2014-09-07,Costa Rica,Panama,2.0,2.0,UNCAF Cup,Dallas,United States,True
2014-09-07,Denmark,Armenia,2.0,1.0,UEFA Euro qualification,Copenhagen,Denmark,False
2014-09-07,Faroe Islands,Finland,1.0,3.0,UEFA Euro qualification,Tórshavn,Faroe Islands,False
2014-09-07,Germany,Scotland,2.0,1.0,UEFA Euro qualification,Dortmund,Germany,False
2014-09-07,Gibraltar,Poland,0.0,7.0,UEFA Euro qualification,Faro,Portugal,True
2014-09-07,Greece,Romania,0.0,1.0,UEFA Euro qualification,Piraeus,Greece,False
2014-09-07,Hungary,Northern Ireland,1.0,2.0,UEFA Euro qualification,Budapest,Hungary,False
2014-09-07,Kosovo,Oman,1.0,0.0,Friendly,Pristina,Kosovo,False
2014-09-07,Morocco,Libya,3.0,0.0,Friendly,Marrakesh,Morocco,False
2014-09-07,Paraguay,United Arab Emirates,0.0,0.0,Friendly,Villach,Austria,True
2014-09-07,Portugal,Albania,0.0,1.0,UEFA Euro qualification,Aveiro,Portugal,False
2014-09-07,Serbia,France,1.0,1.0,Friendly,Belgrade,Serbia,False
2014-09-08,Australia,Saudi Arabia,3.0,2.0,Friendly,London,England,True
2014-09-08,Austria,Sweden,1.0,1.0,UEFA Euro qualification,Vienna,Austria,False
2014-09-08,Estonia,Slovenia,1.0,0.0,UEFA Euro qualification,Tallinn,Estonia,False
2014-09-08,Luxembourg,Belarus,1.0,1.0,UEFA Euro qualification,Luxembourg,Luxembourg,False
2014-09-08,Montenegro,Moldova,2.0,0.0,UEFA Euro qualification,Podgorica,Montenegro,False
2014-09-08,San Marino,Lithuania,0.0,2.0,UEFA Euro qualification,Serravalle,San Marino,False
2014-09-08,Spain,North Macedonia,5.0,1.0,UEFA Euro qualification,Valencia,Spain,False
2014-09-08,Switzerland,England,0.0,2.0,UEFA Euro qualification,Basel,Switzerland,False
2014-09-08,Ukraine,Slovakia,0.0,1.0,UEFA Euro qualification,Kyiv,Ukraine,False
2014-09-08,Uzbekistan,New Zealand,3.0,1.0,Friendly,Tashkent,Uzbekistan,False
2014-09-09,Andorra,Wales,1.0,2.0,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False
2014-09-09,Azerbaijan,Bulgaria,1.0,2.0,UEFA Euro qualification,Baku,Azerbaijan,False
2014-09-09,China,Jordan,1.0,1.0,Friendly,Harbin,China,False
2014-09-09,Croatia,Malta,2.0,0.0,UEFA Euro qualification,Zagreb,Croatia,False
2014-09-09,Japan,Venezuela,2.0,2.0,Friendly,Yokohama,Japan,False
2014-09-09,Kazakhstan,Latvia,0.0,0.0,UEFA Euro qualification,Astana,Kazakhstan,False
2014-09-09,Mexico,Bolivia,1.0,0.0,Friendly,Commerce City,United States,True
2014-09-09,Norway,Italy,0.0,2.0,UEFA Euro qualification,Oslo,Norway,False
2014-09-09,Qatar,Peru,0.0,2.0,Friendly,Doha,Qatar,False
2014-09-10,Egypt,Tunisia,0.0,1.0,African Cup of Nations qualification,Cairo,Egypt,False
2014-09-10,South Africa,Nigeria,0.0,0.0,African Cup of Nations qualification,Cape Town,South Africa,False
2014-09-14,Indonesia,Malaysia,2.0,0.0,Friendly,Sidoarjo,Indonesia,False
2014-09-20,Malaysia,Cambodia,4.0,1.0,Friendly,Shah Alam,Malaysia,False
2014-09-25,Indonesia,Cambodia,1.0,0.0,Friendly,Malang,Indonesia,False
2014-10-06,Qatar,Uzbekistan,3.0,0.0,Friendly,Doha,Qatar,False
2014-10-09,Belarus,Ukraine,0.0,2.0,UEFA Euro qualification,Borisov,Belarus,False
2014-10-09,England,San Marino,5.0,0.0,UEFA Euro qualification,London,England,False
2014-10-09,Lithuania,Estonia,1.0,0.0,UEFA Euro qualification,Vilnius,Lithuania,False
2014-10-09,North Macedonia,Luxembourg,3.0,2.0,UEFA Euro qualification,Skopje,North Macedonia,False
2014-10-09,Moldova,Austria,1.0,2.0,UEFA Euro qualification,Chișinău,Moldova,False
2014-10-09,Qatar,Lebanon,5.0,0.0,Friendly,Doha,Qatar,False
2014-10-09,Slovakia,Spain,2.0,1.0,UEFA Euro qualification,Žilina,Slovakia,False
2014-10-09,Slovenia,Switzerland,1.0,0.0,UEFA Euro qualification,Maribor,Slovenia,False
2014-10-09,Sweden,Russia,1.0,1.0,UEFA Euro qualification,Solna,Sweden,False
2014-10-10,Belgium,Andorra,6.0,0.0,UEFA Euro qualification,Brussels,Belgium,False
2014-10-10,Bulgaria,Croatia,0.0,1.0,UEFA Euro qualification,Sofia,Bulgaria,False
2014-10-10,China,Thailand,3.0,0.0,Friendly,Wuhan,China,False
2014-10-10,Cyprus,Israel,1.0,2.0,UEFA Euro qualification,Nicosia,Cyprus,False
2014-10-10,Italy,Azerbaijan,2.0,1.0,UEFA Euro qualification,Palermo,Italy,False
2014-10-10,Japan,Jamaica,1.0,0.0,Friendly,Niigata,Japan,False
2014-10-10,Latvia,Iceland,0.0,3.0,UEFA Euro qualification,Riga,Latvia,False
2014-10-10,Malta,Norway,0.0,3.0,UEFA Euro qualification,Attard,Malta,False
2014-10-10,Netherlands,Kazakhstan,3.0,1.0,UEFA Euro qualification,Amsterdam,Netherlands,False
2014-10-10,Oman,Costa Rica,3.0,4.0,Friendly,Muscat,Oman,False
2014-10-10,Saudi Arabia,Uruguay,1.0,1.0,Friendly,Jeddah,Saudi Arabia,False
2014-10-10,Senegal,Tunisia,0.0,0.0,African Cup of Nations qualification,Dakar,Senegal,False
2014-10-10,United Arab Emirates,Australia,0.0,0.0,Friendly,Abu Dhabi,United Arab Emirates,False
2014-10-10,Chile,Peru,3.0,0.0,Friendly,Valparaíso,Chile,False
2014-10-11,Albania,Denmark,1.0,1.0,UEFA Euro qualification,Elbasan,Albania,False
2014-10-11,Argentina,Brazil,0.0,2.0,Superclásico de las Américas,Beijing,China,True
2014-10-11,Armenia,Serbia,1.0,1.0,UEFA Euro qualification,Yerevan,Armenia,False
2014-10-11,Finland,Greece,1.0,1.0,UEFA Euro qualification,Helsinki,Finland,False
2014-10-11,France,Portugal,2.0,1.0,Friendly,Saint-Denis,France,False
2014-10-11,Northern Ireland,Faroe Islands,2.0,0.0,UEFA Euro qualification,Belfast,Northern Ireland,False
2014-10-11,Poland,Germany,2.0,0.0,UEFA Euro qualification,Warsaw,Poland,False
2014-10-11,Romania,Hungary,1.0,1.0,UEFA Euro qualification,Bucharest,Romania,False
2014-10-11,Scotland,Georgia,1.0,0.0,UEFA Euro qualification,Glasgow,Scotland,False
2014-10-12,Austria,Montenegro,1.0,0.0,UEFA Euro qualification,Vienna,Austria,False
2014-10-12,Belarus,Slovakia,1.0,3.0,UEFA Euro qualification,Borisov,Belarus,False
2014-10-12,Estonia,England,0.0,1.0,UEFA Euro qualification,Tallinn,Estonia,False
2014-10-12,Laos,Cambodia,3.0,2.0,AFF Championship qualification,Vientiane,Laos,False
2014-10-12,Lithuania,Slovenia,0.0,2.0,UEFA Euro qualification,Vilnius,Lithuania,False
2014-10-12,Luxembourg,Spain,0.0,4.0,UEFA Euro qualification,Luxembourg,Luxembourg,False
2014-10-12,Mexico,Panama,1.0,0.0,Friendly,Querétaro,Mexico,False
2014-10-12,Russia,Moldova,1.0,1.0,UEFA Euro qualification,Moscow,Russia,False
2014-10-12,Ukraine,North Macedonia,1.0,0.0,UEFA Euro qualification,Lviv,Ukraine,False
2014-10-13,Andorra,Israel,1.0,4.0,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False
2014-10-13,Croatia,Azerbaijan,6.0,0.0,UEFA Euro qualification,Osijek,Croatia,False
2014-10-13,Iceland,Netherlands,2.0,0.0,UEFA Euro qualification,Reykjavík,Iceland,False
2014-10-13,Malta,Italy,0.0,1.0,UEFA Euro qualification,Attard,Malta,False
2014-10-13,Norway,Bulgaria,2.0,1.0,UEFA Euro qualification,Oslo,Norway,False
2014-10-13,Oman,Uruguay,0.0,3.0,Friendly,Muscat,Oman,False
2014-10-13,Wales,Cyprus,2.0,1.0,UEFA Euro qualification,Cardiff,Wales,False
2014-10-14,Armenia,France,0.0,3.0,Friendly,Yerevan,Armenia,False
2014-10-14,China,Paraguay,2.0,1.0,Friendly,Changsha,China,False
2014-10-14,Denmark,Portugal,0.0,1.0,UEFA Euro qualification,Copenhagen,Denmark,False
2014-10-14,Faroe Islands,Hungary,0.0,1.0,UEFA Euro qualification,Tórshavn,Faroe Islands,False
2014-10-14,Finland,Romania,0.0,2.0,UEFA Euro qualification,Helsinki,Finland,False
2014-10-14,Gibraltar,Georgia,0.0,3.0,UEFA Euro qualification,Faro,Portugal,True
2014-10-14,Greece,Northern Ireland,0.0,2.0,UEFA Euro qualification,Piraeus,Greece,False
2014-10-14,Japan,Brazil,0.0,4.0,Friendly,Kallang,Singapore,True
2014-10-14,Poland,Scotland,2.0,2.0,UEFA Euro qualification,Warsaw,Poland,False
2014-10-14,Qatar,Australia,1.0,0.0,Friendly,Doha,Qatar,False
2014-10-14,San Marino,Switzerland,0.0,4.0,UEFA Euro qualification,Serravalle,San Marino,False
2014-10-14,Saudi Arabia,Lebanon,1.0,1.0,Friendly,Jeddah,Saudi Arabia,False
2014-10-14,Serbia,Albania,0.0,3.0,UEFA Euro qualification,Belgrade,Serbia,False
2014-10-14,United Arab Emirates,Uzbekistan,0.0,4.0,Friendly,Dubai,United Arab Emirates,False
2014-10-14,United States,Honduras,1.0,1.0,Friendly,Boca Raton,United States,False
2014-10-14,Peru,Guatemala,1.0,0.0,Friendly,Lima,Peru,False
2014-10-15,Tunisia,Senegal,1.0,0.0,African Cup of Nations qualification,Monastir,Tunisia,False
2014-10-18,Cambodia,Myanmar,0.0,1.0,AFF Championship qualification,Vientiane,Laos,True
2014-10-20,Laos,Myanmar,1.0,2.0,AFF Championship qualification,Vientiane,Laos,False
2014-10-24,Bangladesh,Sri Lanka,1.0,1.0,Friendly,Jessore,Bangladesh,False
2014-10-27,Bangladesh,Sri Lanka,1.0,0.0,Friendly,Rajshahi,Bangladesh,False
2014-11-06,United Arab Emirates,Lebanon,3.0,2.0,Friendly,Al Hofuf,Saudi Arabia,True
2014-11-09,Thailand,Philippines,3.0,0.0,Friendly,Nakhon Ratchasima,Thailand,False
2014-11-09,Uganda,Ethiopia,3.0,0.0,Friendly,Kampala,Uganda,False
2014-11-12,Argentina,Croatia,2.0,1.0,Friendly,London,England,True
2014-11-12,Belgium,Iceland,3.0,1.0,Friendly,Brussels,Belgium,False
2014-11-12,Netherlands,Mexico,2.0,3.0,Friendly,Amsterdam,Netherlands,False
2014-11-12,Norway,Estonia,0.0,1.0,Friendly,Oslo,Norway,False
2014-11-13,Saudi Arabia,Qatar,1.0,1.0,Gulf Cup,Riyadh,Saudi Arabia,False
2014-11-13,Singapore,Laos,2.0,0.0,Friendly,Yishun,Singapore,False
2014-11-13,Uruguay,Costa Rica,3.0,3.0,Friendly,Montevideo,Uruguay,False
2014-11-14,China,New Zealand,1.0,1.0,Friendly,Nanchang,China,False
2014-11-14,France,Albania,1.0,1.0,Friendly,Rennes,France,False
2014-11-14,Georgia,Poland,0.0,4.0,UEFA Euro qualification,Tbilisi,Georgia,False
2014-11-14,Germany,Gibraltar,4.0,0.0,UEFA Euro qualification,Nuremberg,Germany,False
2014-11-14,Greece,Faroe Islands,0.0,1.0,UEFA Euro qualification,Piraeus,Greece,False
2014-11-14,Hungary,Finland,1.0,0.0,UEFA Euro qualification,Budapest,Hungary,False
2014-11-14,Japan,Honduras,6.0,0.0,Friendly,Toyota,Japan,False
2014-11-14,Paraguay,Peru,2.0,1.0,Friendly,Luque,Paraguay,False
2014-11-14,Philippines,Cambodia,3.0,0.0,Friendly,Manila,Philippines,False
2014-11-14,Portugal,Armenia,1.0,0.0,UEFA Euro qualification,Faro,Portugal,False
2014-11-14,Romania,Northern Ireland,2.0,0.0,UEFA Euro qualification,Bucharest,Romania,False
2014-11-14,Serbia,Denmark,1.0,3.0,UEFA Euro qualification,Belgrade,Serbia,False
2014-11-14,United Arab Emirates,Oman,0.0,0.0,Gulf Cup,Riyadh,Saudi Arabia,True
2014-11-14,United States,Colombia,1.0,2.0,Friendly,London,England,True
2014-11-15,Algeria,Ethiopia,3.0,1.0,African Cup of Nations qualification,Blida,Algeria,False
2014-11-15,Austria,Russia,1.0,0.0,UEFA Euro qualification,Vienna,Austria,False
2014-11-15,Egypt,Senegal,0.0,1.0,African Cup of Nations qualification,Cairo,Egypt,False
2014-11-15,England,Slovenia,3.0,1.0,UEFA Euro qualification,London,England,False
2014-11-15,Luxembourg,Ukraine,0.0,3.0,UEFA Euro qualification,Luxembourg,Luxembourg,False
2014-11-15,North Macedonia,Slovakia,0.0,2.0,UEFA Euro qualification,Skopje,North Macedonia,False
2014-11-15,Montenegro,Sweden,1.0,1.0,UEFA Euro qualification,Podgorica,Montenegro,False
2014-11-15,San Marino,Estonia,0.0,0.0,UEFA Euro qualification,Serravalle,San Marino,False
2014-11-15,Spain,Belarus,3.0,0.0,UEFA Euro qualification,Huelva,Spain,False
2014-11-15,Switzerland,Lithuania,4.0,0.0,UEFA Euro qualification,St. Gallen,Switzerland,False
2014-11-15,Uganda,Ghana,1.0,0.0,African Cup of Nations qualification,Kampala,Uganda,False
2014-11-16,Azerbaijan,Norway,0.0,1.0,UEFA Euro qualification,Baku,Azerbaijan,False
2014-11-16,Belgium,Wales,0.0,0.0,UEFA Euro qualification,Brussels,Belgium,False
2014-11-16,Bulgaria,Malta,1.0,1.0,UEFA Euro qualification,Sofia,Bulgaria,False
2014-11-16,Cyprus,Andorra,5.0,0.0,UEFA Euro qualification,Nicosia,Cyprus,False
2014-11-16,Italy,Croatia,1.0,1.0,UEFA Euro qualification,Milan,Italy,False
2014-11-16,Netherlands,Latvia,6.0,0.0,UEFA Euro qualification,Amsterdam,Netherlands,False
2014-11-16,Vietnam,Malaysia,3.0,1.0,Friendly,Hanoi,Vietnam,False
2014-11-17,Iraq,Oman,1.0,1.0,Gulf Cup,Riyadh,Saudi Arabia,True
2014-11-17,Singapore,Cambodia,4.0,2.0,Friendly,Yishun,Singapore,False
2014-11-18,Austria,Brazil,1.0,2.0,Friendly,Vienna,Austria,False
2014-11-18,Belarus,Mexico,3.0,2.0,Friendly,Borisov,Belarus,False
2014-11-18,Bolivia,Venezuela,3.0,2.0,Friendly,La Paz,Bolivia,False
2014-11-18,Chile,Uruguay,1.0,2.0,Friendly,Santiago,Chile,False
2014-11-18,China,Honduras,0.0,0.0,Friendly,Xi'an,China,False
2014-11-18,Estonia,Jordan,1.0,0.0,Friendly,Tallinn,Estonia,False
2014-11-18,France,Sweden,1.0,0.0,Friendly,Marseille,France,False
2014-11-18,Greece,Serbia,0.0,2.0,Friendly,Perivólia,Greece,False
2014-11-18,Hungary,Russia,1.0,2.0,Friendly,Budapest,Hungary,False
2014-11-18,Italy,Albania,1.0,0.0,Friendly,Genoa,Italy,False
2014-11-18,Japan,Australia,2.0,1.0,Friendly,Osaka,Japan,False
2014-11-18,Nicaragua,El Salvador,0.0,2.0,Friendly,Managua,Nicaragua,False
2014-11-18,Panama,Canada,0.0,0.0,Friendly,Panama City,Panama,False
2014-11-18,Peru,Paraguay,2.0,1.0,Friendly,Lima,Peru,False
2014-11-18,Poland,Switzerland,2.0,2.0,Friendly,Wrocław,Poland,False
2014-11-18,Portugal,Argentina,1.0,0.0,Friendly,Manchester,England,True
2014-11-18,Romania,Denmark,2.0,0.0,Friendly,Bucharest,Romania,False
2014-11-18,Scotland,England,1.0,3.0,Friendly,Glasgow,Scotland,False
2014-11-18,Slovakia,Finland,2.0,1.0,Friendly,Žilina,Slovakia,False
2014-11-18,Slovenia,Colombia,0.0,1.0,Friendly,Ljubljana,Slovenia,False
2014-11-18,Spain,Germany,0.0,1.0,Friendly,Vigo,Spain,False
2014-11-18,Thailand,New Zealand,2.0,0.0,Friendly,Nakhon Ratchasima,Thailand,False
2014-11-18,Ukraine,Lithuania,0.0,0.0,Friendly,Kyiv,Ukraine,False
2014-11-19,Nigeria,South Africa,2.0,2.0,African Cup of Nations qualification,Uyo,Nigeria,False
2014-11-19,Tunisia,Egypt,2.0,1.0,African Cup of Nations qualification,Monastir,Tunisia,False
2014-11-20,United Arab Emirates,Iraq,2.0,0.0,Gulf Cup,Riyadh,Saudi Arabia,True
2014-11-22,Philippines,Laos,4.0,1.0,AFF Championship,Hanoi,Vietnam,True
2014-11-22,Vietnam,Indonesia,2.0,2.0,AFF Championship,Hanoi,Vietnam,False
2014-11-23,Malaysia,Myanmar,0.0,0.0,AFF Championship,Kallang,Singapore,True
2014-11-23,Oman,Qatar,1.0,3.0,Gulf Cup,Riyadh,Saudi Arabia,True
2014-11-23,Saudi Arabia,United Arab Emirates,3.0,2.0,Gulf Cup,Riyadh,Saudi Arabia,False
2014-11-23,Singapore,Thailand,1.0,2.0,AFF Championship,Kallang,Singapore,False
2014-11-25,Philippines,Indonesia,4.0,0.0,AFF Championship,Hanoi,Vietnam,True
2014-11-25,Vietnam,Laos,3.0,0.0,AFF Championship,Hanoi,Vietnam,False
2014-11-25,United Arab Emirates,Oman,1.0,0.0,Gulf Cup,Riyadh,Saudi Arabia,True
2014-11-26,Malaysia,Thailand,2.0,3.0,AFF Championship,Kallang,Singapore,True
2014-11-26,Saudi Arabia,Qatar,1.0,2.0,Gulf Cup,Riyadh,Saudi Arabia,False
2014-11-26,Singapore,Myanmar,4.0,2.0,AFF Championship,Kallang,Singapore,False
2014-11-28,Indonesia,Laos,5.0,1.0,AFF Championship,Hanoi,Vietnam,True
2014-11-28,Vietnam,Philippines,3.0,1.0,AFF Championship,Hanoi,Vietnam,False
2014-11-29,Singapore,Malaysia,1.0,3.0,AFF Championship,Kallang,Singapore,False
2014-11-29,Thailand,Myanmar,2.0,0.0,AFF Championship,Kallang,Singapore,True
2014-12-06,Philippines,Thailand,0.0,0.0,AFF Championship,Manila,Philippines,False
2014-12-07,Malaysia,Vietnam,1.0,2.0,AFF Championship,Shah Alam,Malaysia,False
2014-12-10,Thailand,Philippines,3.0,0.0,AFF Championship,Bangkok,Thailand,False
2014-12-11,Vietnam,Malaysia,2.0,4.0,AFF Championship,Hanoi,Vietnam,False
2014-12-17,Thailand,Malaysia,2.0,0.0,AFF Championship,Bangkok,Thailand,False
2014-12-20,Malaysia,Thailand,3.0,2.0,AFF Championship,Shah Alam,Malaysia,False
2014-12-21,Uzbekistan,Jordan,2.0,1.0,Friendly,Dubai,United Arab Emirates,True
2014-12-25,Uzbekistan,Iraq,1.0,0.0,Friendly,Sharjah,United Arab Emirates,True
2014-12-27,Qatar,Estonia,3.0,0.0,Friendly,Doha,Qatar,False
2014-12-28,Uzbekistan,Iraq,0.0,0.0,Friendly,Sharjah,United Arab Emirates,True
